article_id,review_id,eppi_id,citation,authors,title,year,type,journal,country,region,location,mine,latitude,longitude,unique_mine,metals,multiple_metals,metals_all,mine_type,stage_prospecting,stage_exploration,stage_construction,stage_operation,stage_decommissioning_closure,stage_postclosure,stage_remediation,stage_abandonment,stage_expansion,comment,study_design,study_design_comments,comparator,setting,context,population_description,population_system,affected_system,affected_component,affected_factor,impact_pathway,mitigation,mitigation_description,mitigation_focal_impact,outcome_measured,outcome_category,data_type,data_source,notes,link
568,AS,,Ivanter EV and Medvedev NV. 2015. Impact of Industrial Contamination on the Populations of Small Forest Rodents. Doklady Biological Sciences. 464: 254-256.,Ivanter EV and Medvedev NV.,Impact of Industrial Contamination on the Populations of Small Forest Rodents,2015,Article,Doklady Biological Sciences,Russia,Karelia,Kostomuksha,Komsomolsk,64.675889,30.6971453,Komsomolsk,Iron,N/A,Iron,Open pit,N,N,N,Y,N,N,N,N,N,,CI,Investigations performed for monitoring the impact of industrial contamination from the Kostomuksha ore mining and processing enterprise (northern Karelia) on the populations of forest mouse-like rodents.,Reference site/population,Field + Lab analysis,in situ,Bank and Field voles,Environmental,4-Biodiversity,4B-Fauna,4B-Species groups,Impact of industrial contamination from the Kostmuksha ore mining and processing enterpris,no,N/A,N/A,Liver metal concentrations; embryonic resorption,Metal concentration,Quantitative,Table 1; Figure 1,,http://scholar.google.co.uk/scholar?q=Impact+of+Industrial+Contamination+on+the+Populations+of+Small+Forest+Rodents&btnG=&hl=en&as_sdt=0%2C5
235,AS,,Schnitzer PG and Bender TR. 1992. Surveillance of traumatic occupational fatalities in Alaska--implications for prevention. Public Health Reports. 107(1): 70-74,Schnitzer PG and Bender TR,Surveillance of traumatic occupational fatalities in Alaska--implications for prevention,1992,Article,Public Health Reports,USA,Alaska,Regional,Regional,64.80881484,-151.0943349,Regional,NR,N/A,Not stated,Unclear,N,N,N,Y,N,N,N,N,N,"Occupational injuries in Alaska, different industries including mining",CI,Data on occupational injury fatalities in Alaska for the period of 1980-1985.,Reference site/population,Social Science,in situ,Data on worker fatalities,Social,5-Human environment,5E-Health/wellbeing,5E-Health/Safety,Differences in the leading causes of occupational fatality partially explained by non-accessible land transporation,no,N/A,N/A,Average annual fatality rates by occupation,Cancer rates/disease/mortality,Quantitative,Table 3,,http://scholar.google.co.uk/scholar?q=Surveillance+of+traumatic+occupational+fatalities+in+Alaska--implications+for+prevention&btnG=&hl=en&as_sdt=0%2C5
562,AS,,"Loeffler B and Colt S. 2015. Fiscal effects of commercial fishing, mining and tourism. What does Alaska receive in revenue? What does it spend? Institute of Social and Economic Research. ",Loeffler B and Colt S,"Fiscal effects of commercial fishing, mining and tourism. What does Alaska receive in revenue? What does it spend?",2015,Report,N/A,USA,Alaska,Regional,Regional,64.80881484,-151.0943349,Regional,Gold,N/A,Gold,Unclear,N,N,N,Y,N,N,N,N,N,,Correlative,"Report summarizes the fiscal effects of the commercial fishing, mining, and tourism industries on Alaska’s state government. The report calculates state revenue collected from each industry and compares it to the state’s expenditures for that industry",No control,Social Science,in situ,Alaska's state government,Social,5-Human environment,5B-Economic,5B-Other,Mining operations in the region,no,N/A,N/A,State mining revenue vs spendature,Employment/Economy,Quantitative,Chapter 4,,"http://scholar.google.co.uk/scholar?q=Fiscal+effects+of+commercial+fishing,+mining+and+tourism.+What+does+Alaska+receive+in+revenue?+What+&btnG=&hl=en&as_sdt=0%2C5"
563,AS,,Wolff EN and Thomas BI. 1982. The Effects of Placer Mining on the Environment in Central Alaska. Mineral Industry Research Laboratory Report No. 48,Wolff EN and Thomas BI,The Effects of Placer Mining on the Environment in Central Alaska,1982,Report,N/A,USA,Alaska,Livengood and Crooked Creek,Tolovana Mining Area,64.8511096,-149.8483428,Tolovana Mining Area,Gold,N/A,Gold,Placer mine,N,N,N,N,N,N,N,Y,N,,CI,"Data on all aspects of the environment affected by the Livengood and Crooked Creek operdtions in the past. These aspects include fish, vegetation, water quality, sedimentation and hydrology.",Reference site/population,Field + Lab analysis,in situ,Sediment samples Minto Flats Area,Environmental,2-Water,2D-Sediment,2D-Quality,Impacts of past placer mine,no,N/A,N/A,Turbidity,Water quality,Quantitative,Table A2,,http://scholar.google.co.uk/scholar?q=The+Effects+of+Placer+Mining+on+the+Environment+in+Central+Alaska&btnG=&hl=en&as_sdt=0%2C5
563,AS,,Wolff EN and Thomas BI. 1982. The Effects of Placer Mining on the Environment in Central Alaska. Mineral Industry Research Laboratory Report No. 48,Wolff EN and Thomas BI,The Effects of Placer Mining on the Environment in Central Alaska,1982,Report,N/A,USA,Alaska,Livengood and Crooked Creek,Tolovana Mining Area,64.8511096,-149.8483428,Tolovana Mining Area,Gold,N/A,Gold,Placer mine,N,N,N,N,N,N,N,Y,N,,CI,"Data on all aspects of the environment affected by the Livengood and Crooked Creek operdtions in the past. These aspects include fish, vegetation, water quality, sedimentation and hydrology.",Reference site/population,Field + Lab analysis,in situ,"Downstream effects on other resources, vegeation, fish and stream bottoms",Environmental,4-Biodiversity,4C-Ecosystems,4C-Quality,Impacts of sedimentation levels,no,N/A,N/A,Impacts of sedimentation,Other,Qualitative,Chapter 2-3,,http://scholar.google.co.uk/scholar?q=The+Effects+of+Placer+Mining+on+the+Environment+in+Central+Alaska&btnG=&hl=en&as_sdt=0%2C5
563,AS,,Wolff EN and Thomas BI. 1982. The Effects of Placer Mining on the Environment in Central Alaska. Mineral Industry Research Laboratory Report No. 48,Wolff EN and Thomas BI,The Effects of Placer Mining on the Environment in Central Alaska,1982,Report,N/A,USA,Alaska,Livengood and Crooked Creek,Tolovana Mining Area,64.8511096,-149.8483428,Tolovana Mining Area,Gold,N/A,Gold,Placer mine,N,N,N,N,N,N,N,Y,N,,CI,"Data on all aspects of the environment affected by the Livengood and Crooked Creek operdtions in the past. These aspects include fish, vegetation, water quality, sedimentation and hydrology.",Reference site/population,Social Science,in situ,Alaska are natives and others who have lived the subsistence lifestyle,Social,5-Human environment,5B-Economic,5B-Traditional livelihoods,Impacts of past placer mine,no,N/A,N/A,Interpretation of change,Community,Qualitative,Chapter 4,,http://scholar.google.co.uk/scholar?q=The+Effects+of+Placer+Mining+on+the+Environment+in+Central+Alaska&btnG=&hl=en&as_sdt=0%2C5
238,AS,,Knobblock E and Pettersson O. 2010. Restructuring and risk-reduction in mining: employment implications for northern Sweden. Fennia. 188 (1): 61-75.,Knobblock E and Pettersson O,Restructuring and risk-reduction in mining: employment implications for northern Sweden,2010,Article,Fennia,Sweden,Västerbotten,Regional,Regional,64.85354846,17.90809481,Regional,Multiple,Unlcear,Unclear,Placer mine,N,N,N,Y,N,Y,N,N,N,,Correlative,"Assess the importance of mining for employment in the county of Västerbotten, northern Sweden, by focusing on the time period after 1990.",Reference site/population,Social Science,in situ,"Number of persons employed in Vasterbotten, Sweden",Social,5-Human environment,5B-Economic,5B-Jobs (new employments),Mining operations in the region,no,N/A,N/A,Employment of miners and mineral plant operators,Employment/Economy,Quantitative,Table 2,Mining employment trends through time,http://scholar.google.co.uk/scholar?q=Restructuring+and+risk-reduction+in+mining:+employment+implications+for+northern+Sweden&btnG=&hl=en&as_sdt=0%2C5
287,AS,,"Chot S, Widerlund A, and Ohlander B. 2013. Interaction between nitrogen and phosphorus cycles in mining-affected aquatic systems-experiences from field and laboratory measurements. Environ Sci. Pollut. Res. 20: 5722-5736.","Chot S, Widerlund A, and Ohlander B",Interaction between nitrogen and phosphorus cycles in mining-affected aquatic systems-experiences from field and laboratory measurements,2013,Article,Environmental Science and Pollution Research,Sweden,Skellefte district,Lake Bruträsket,Boliden concentration plant,64.8765911,20.2881601,Boliden concentration plant,Gold,N/A,Gold,Unclear,N,N,N,Y,N,N,N,N,N,,CI,"Main objectives of this study were to study the interaction between N and P cycles in mining-affected aquatic systems and to quantify release rates of sedimentary SRP that may be related to this interaction. Using water and sediment cores from Lake Bruträsket, a sediment incubation experiment was performed",Control,Lab Experiment,ex situ,"Water and sediment cores from Lake Bruträsket, a sediment incubation experiment",Environmental,2-Water,2A-Surface water,2A-Quality ,Lake Bruträsket receives N- and P-rich mine effluents,no,N/A,N/A,Concentrations of P and Fe; Water quality parameters,Metal concentration,Quantitative,Table 1; Figure 3-4,,http://scholar.google.co.uk/scholar?q=Interaction+between+nitrogen+and+phosphorus+cycles+in+mining-affected+aquatic+systems-experiences+fr&btnG=&hl=en&as_sdt=0%2C5
287,AS,,"Chot S, Widerlund A, and Ohlander B. 2013. Interaction between nitrogen and phosphorus cycles in mining-affected aquatic systems-experiences from field and laboratory measurements. Environ Sci. Pollut. Res. 20: 5722-5736.","Chot S, Widerlund A, and Ohlander B",Interaction between nitrogen and phosphorus cycles in mining-affected aquatic systems-experiences from field and laboratory measurements,2013,Article,Environmental Science and Pollution Research,Sweden,Skellefte district,Lake Bruträsket,Boliden concentration plant,64.8765911,20.2881601,Boliden concentration plant,Gold,N/A,Gold,Unclear,N,N,N,Y,N,N,N,N,N,,CI,"Main objectives of this study were to study the interaction between N and P cycles in mining-affected aquatic systems and to quantify release rates of sedimentary SRP that may be related to this interaction. Using water and sediment cores from Lake Bruträsket, a sediment incubation experiment was performed",Control,Lab Experiment,ex situ,"Water and sediment cores from Lake Bruträsket, a sediment incubation experiment",Environmental,2-Water,2D-Sediment,2D-Quality,Lake Bruträsket receives N- and P-rich mine effluents,no,N/A,N/A,Chlorophyl; Ammonium and nitrate,Water quality,Quantitative,Figure 5-6,,http://scholar.google.co.uk/scholar?q=Interaction+between+nitrogen+and+phosphorus+cycles+in+mining-affected+aquatic+systems-experiences+fr&btnG=&hl=en&as_sdt=0%2C5
503,AS,,"Wilson FH and Hawkins DB. 1978. Arsenic in streams, stream sediments, and ground water, Fairbanks area, Alaska. Environmental Geology. 2(4): 195-202.",Wilson FH and Hawkins DB,"Arsenic in streams, stream sediments, and ground water, Fairbanks area, Alaska",1978,Article,Environmental Geology,USA,Alaska,Fairbanks,Goldstream Valley,64.9300968,-147.9879396,Goldstream Valley,Gold,N/A,Gold,Placer mine,N,N,N,Y,N,N,N,N,N,,Correlative,"Evaluate the arsenic content of streams and ground waters of the Pedro Dome-Cleary Summit area approximately 30 km north of Fairbanks, Alaska, in the heart of the historic Fairbanks Mining District",Background values,Field + Lab analysis,in situ,"Samples of water were taken at approximately 85 localities, including 20 wells and springs",Environmental,2-Water,2A-Surface water,2A-Quality ,Arsenic is associated with gold mineralization here and is believed to reach the waters of the area through weathering of arsenic-containing rocks.,no,N/A,N/A,Arsenic concentrations,Metal concentration,Quantitative,Figure 2-3,,"http://scholar.google.co.uk/scholar?q=Arsenic+in+streams,+stream+sediments,+and+ground+water,+Fairbanks+area,+Alaska&btnG=&hl=en&as_sdt=0%2C5"
503,AS,,"Wilson FH and Hawkins DB. 1978. Arsenic in streams, stream sediments, and ground water, Fairbanks area, Alaska. Environmental Geology. 2(4): 195-202.",Wilson FH and Hawkins DB,"Arsenic in streams, stream sediments, and ground water, Fairbanks area, Alaska",1978,Article,Environmental Geology,USA,Alaska,Fairbanks,Goldstream Valley,64.9300968,-147.9879396,Goldstream Valley,Gold,N/A,Gold,Placer mine,N,N,N,Y,N,N,N,N,N,,Correlative,"Evaluate the arsenic content of streams and ground waters of the Pedro Dome-Cleary Summit area approximately 30 km north of Fairbanks, Alaska, in the heart of the historic Fairbanks Mining District",Background values,Field + Lab analysis,in situ,"Samples of suspended load and bottom sediments were taken at approximately 85 localities, including 20 wells and springs",Environmental,2-Water,2D-Sediment,2D-Quality,Arsenic is associated with gold mineralization here and is believed to reach the waters of the area through weathering of arsenic-containing rocks.,no,N/A,N/A,Arsenic concentrations,Metal concentration,Quantitative,Figure 2-3,,"http://scholar.google.co.uk/scholar?q=Arsenic+in+streams,+stream+sediments,+and+ground+water,+Fairbanks+area,+Alaska&btnG=&hl=en&as_sdt=0%2C5"
87,AS,,"Awoh SA, Bussiere B, Batzenschlager C, Boulanger-Martel V, Lepine T, and Voyer E. 2016. Design, Construction, and Preliminary Results of Two Insulation Covers at the Meadowbank Mine. Geo-Chicago 2016 GSP 270: 267-278.","Awoh SA, Bussiere B, Batzenschlager C, Boulanger-Martel V, Lepine T, and Voyer E","Design, Construction, and Preliminary Results of Two Insulation Covers at the Meadowbank Mine",2016,Conf,N/A,Canada,Nunavut,Kivalliq,Meadowbank,65.0226941,-96.0712891,Meadowbank,Gold,N/A,Gold,Open pit,N,N,N,Y,N,N,N,N,N,,CI,Two experimental insulation covers made of inert waste rocks and were of 2 and 4 m-thick respectively were tested at the Meadowbank mine site to assess the performance of insulation covers tailings storage facility,Control,Field + Lab analysis,in situ,Reactivity of the tailings,Environmental,2-Water,2B-Groundwater ,2B-Quality,Meadowbank tailings,yes,Two insulation covers were built over mine tailings,Acid generation potential ,Temperature profiles; Oxygen consumption,Mitigation measure/change in measure,Quantitative,Figure 7,,"http://scholar.google.co.uk/scholar?q=Design,+Construction,+and+Preliminary+Results+of+Two+Insulation+Covers+at+the+Meadowbank+Mine&btnG=&hl=en&as_sdt=0%2C5"
285,AS,,"Villain L, Alakangas L, and Ohlander B. 2013. The effects of backfilling and sealing the waste rock on water quality at the Kimheden open-pit mine, northern Sweden. Journal of Geochemical Exploration. 134: 99-110","Villain L, Alakangas L, and Ohlander B","The effects of backfilling and sealing the waste rock on water quality at the Kimheden open-pit mine, northern Sweden",2013,Article,Journal of Geochemical Exploration,Sweden,Västerbotten,Kristineberg,Kimheden,65.0644996,18.5627685,Kimheden,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,Y,N,N,,BA,"Reclamation involved the progressive back filling of waste rock into the two small open pits and, in 1996, the application of a till dry cover that included a sealing layer. The data from both the long-term water quality monitoring by the mining company and the repeated sampling of the surface water and groundwater in 2009 and 2010 were used to assess the success of the reclamation in mitigating the acid mine drainage production from the mine waste",Same site/pop- Before,Field + Lab analysis,in situ,Water monitoring downstream of the mine,Environmental,2-Water,2A-Surface water,2A-Quality ,Acid mine drainage,yes,"Progressive back filling of waste rock into the two small open pits and, in 1996, the application of a till dry cover that included a sealing layer",Acid mine drainage,Total concentrations of Cu and Zn and pH,Metal concentration,Quantitative,Figure 2-4; Table 1,,http://scholar.google.co.uk/scholar?q=The+effects+of+backfilling+and+sealing+the+waste+rock+on+water+quality+at+the+Kimheden+open-pit+mine&btnG=&hl=en&as_sdt=0%2C5
36,AS,,"Nason P. 2013. Advances in using sewage sludge to remediate sulfidic mine tailings - An overview from pilot- and field-scale experiments, northern Sweden. IMWA 2013 Golden CO, USA",Nason P,"Advances in using sewage sludge to remediate sulfidic mine tailings - An overview from pilot- and field-scale experiments, northern Sweden",2013,Conf,N/A,Sweden,Västerbotten,Kristineberg,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,Y,N,N,,CI,Identify the optimum use for Sewage Sludge so that it may be utilised by the mining companies on successful sulfide-tailings remediation projects in the future,Control,Lab Experiment,in situ,Supporting and sustaining long-term vegetation establishment ,Environmental,4-Biodiversity,4A-Flora,4A-Habitat,Sulfidic mine waste,yes,"Sewage sludge used as a vegetation substrate on bare tailings, a water-saturated cover, a composite cover, and as a sealing-layer barrier material",Contain readily-leachable concentrations of metals;  prevent oxygen di5usion and ARD formation to underlying tailings,Optimum approaches to sewage sludge use,Mitigation measure/change in measure,Qualitative,Pg 685,,http://scholar.google.co.uk/scholar?q=Advances+in+using+sewage+sludge+to+remediate+sulfidic+mine+tailings+-+An+overview+from+pilot-+and+fi&btnG=&hl=en&as_sdt=0%2C5
81,AS,,"Husson E, Lindgrem F and Ecke F. 2014. Assessing Biomass and Metal Contents in Riparian Vegetation Along a Pollution Gradient Using an Unmanned Aircraft System. Water Air Soil Pollut. 225 (1957): 1-14","Husson E, Lindgrem F and Ecke F",Assessing Biomass and Metal Contents in Riparian Vegetation Along a Pollution Gradient Using an Unmanned Aircraft System,2014,Article,"Water, Air, and Soil Pollution",Sweden,Västerbotten,River Vormbäcken,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,Y,N,N,N,Y,N,Mining continues in the area but do address some abandoned sites also impact the area,Correlative,Quantifying plant biomass and related processes such as element allocation is a major challenge at the scale of entire riparian zones using remote sesing in combination with field samples,Control,Field + Lab analysis,in situ,Water chemistry moving downstream from impact,Environmental,2-Water,2A-Surface water,2A-Quality ,Pollution gradient from mine site,no,N/A,N/A,"Concentrations of Cd, Cu and Zn",Metal concentration,Quantitative,Figure 3,Spatial correlation moving downstream of site,http://scholar.google.co.uk/scholar?q=Assessing+Biomass+and+Metal+Contents+in+Riparian+Vegetation+Along+a+Pollution+Gradient+Using+an+Unma&btnG=&hl=en&as_sdt=0%2C5
81,AS,,"Husson E, Lindgrem F and Ecke F. 2014. Assessing Biomass and Metal Contents in Riparian Vegetation Along a Pollution Gradient Using an Unmanned Aircraft System. Water Air Soil Pollut. 225 (1957): 1-14","Husson E, Lindgrem F and Ecke F",Assessing Biomass and Metal Contents in Riparian Vegetation Along a Pollution Gradient Using an Unmanned Aircraft System,2014,Article,"Water, Air, and Soil Pollution",Sweden,Västerbotten,River Vormbäcken,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,Y,N,N,N,Y,N,Mining continues in the area but do address some abandoned sites also impact the area,Correlative,Quantifying plant biomass and related processes such as element allocation is a major challenge at the scale of entire riparian zones using remote sesing in combination with field samples,Control,Field + Lab analysis,in situ,Riparian vegetation,Environmental,4-Biodiversity,4A-Flora,4A-Species groups,Pollution gradient from mine site,no,N/A,N/A,"Concentrations of Cd, Cu and Zn in riparian vegetation",Metal concentration,Quantitative,Figure 4 and 5,Spatial correlation moving downstream of site,http://scholar.google.co.uk/scholar?q=Assessing+Biomass+and+Metal+Contents+in+Riparian+Vegetation+Along+a+Pollution+Gradient+Using+an+Unma&btnG=&hl=en&as_sdt=0%2C5
81,AS,,"Husson E, Lindgrem F and Ecke F. 2014. Assessing Biomass and Metal Contents in Riparian Vegetation Along a Pollution Gradient Using an Unmanned Aircraft System. Water Air Soil Pollut. 225 (1957): 1-14","Husson E, Lindgrem F and Ecke F",Assessing Biomass and Metal Contents in Riparian Vegetation Along a Pollution Gradient Using an Unmanned Aircraft System,2014,Article,"Water, Air, and Soil Pollution",Sweden,Västerbotten,River Vormbäcken,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,Y,N,N,N,Y,N,Mining continues in the area but do address some abandoned sites also impact the area,Correlative,Quantifying plant biomass and related processes such as element allocation is a major challenge at the scale of entire riparian zones using remote sesing in combination with field samples,Control,Field + Lab analysis,in situ,Riparian vegetation,Environmental,4-Biodiversity,4A-Flora,4A-Habitat,Pollution gradient from mine site,no,N/A,N/A,Area of vegetation classes; biomass;,Species biomass/distribution,Quantitative,Table 2 and 3,Spatial correlation moving downstream of site,http://scholar.google.co.uk/scholar?q=Assessing+Biomass+and+Metal+Contents+in+Riparian+Vegetation+Along+a+Pollution+Gradient+Using+an+Unma&btnG=&hl=en&as_sdt=0%2C5
90,AS,,"Nason P, Alakangas L, and Ohlander B. 2013. Using sewage sludge as a sealing layer to remediate sulphidic mine tailings: a pilot-scale experiment, northern Sweden. Environ Earth Sci. 70: 3093-3105.","Nason P, Alakangas L, and Ohlander B","Using sewage sludge as a sealing layer to remediate sulphidic mine tailings: a pilot-scale experiment, northern Sweden",2013,Article,Environmental Earth Sciences,Sweden,Västerbotten,River Vormbäcken,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,N,Y,N,N,,CI,"Two pilot-scale experimental test cells were used in this study: an uncovered tailings control cell (UCC), and a sewage sludge remediated tailings cell (SSC). Using sewage sludge to evaluate its applicability as a sealing layer in a composite dry cover.",Control,Field + Lab analysis,in situ,Tailings sediment,Environmental,1-Soil/Geology,1A-Soil surface,1A-Quality,Acid rock drainage,yes,Using sewage sludge to evaluate its applicability as a sealing layer in a composite dry cover.,Mitigate acid rock drainage formation,"Fe2O3, Cd, Cu, Pb, S, Zn, and LOI concentrations ",Metal concentration,Quantitative,Figure 4,,http://scholar.google.co.uk/scholar?q=Using+sewage+sludge+as+a+sealing+layer+to+remediate+sulphidic+mine+tailings:+a+pilot-scale+experimen&btnG=&hl=en&as_sdt=0%2C5
90,AS,,"Nason P, Alakangas L, and Ohlander B. 2013. Using sewage sludge as a sealing layer to remediate sulphidic mine tailings: a pilot-scale experiment, northern Sweden. Environ Earth Sci. 70: 3093-3105.","Nason P, Alakangas L, and Ohlander B","Using sewage sludge as a sealing layer to remediate sulphidic mine tailings: a pilot-scale experiment, northern Sweden",2013,Article,Environmental Earth Sciences,Sweden,Västerbotten,River Vormbäcken,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,N,Y,N,N,,CI,"Two pilot-scale experimental test cells were used in this study: an uncovered tailings control cell (UCC), and a sewage sludge remediated tailings cell (SSC). Using sewage sludge to evaluate its applicability as a sealing layer in a composite dry cover.",Control,Field + Lab analysis,in situ,Leachate water,Environmental,2-Water,2B-Groundwater ,2B-Quality,Acid rock drainage,yes,Using sewage sludge to evaluate its applicability as a sealing layer in a composite dry cover.,Mitigate acid rock drainage formation,Water quality parameters,Water quality,Quantitative,Figure 7,,http://scholar.google.co.uk/scholar?q=Using+sewage+sludge+as+a+sealing+layer+to+remediate+sulphidic+mine+tailings:+a+pilot-scale+experimen&btnG=&hl=en&as_sdt=0%2C5
123,AS,,"Nason P, Alakangas L, and Ohlander B. 2010. The Effectiveness of Using Sewage Sludge as a Sealing Layer on Sulphide-rich Mine Tailings: A Pilot-scale Experiment, Northern Sweden. Eds. Wolkersdorfer & Freund. Mine Water and Innovative Thinking IMWA 2010: 155-158.","Nason P, Alakangas L, and Ohlander B.","The Effectiveness of Using Sewage Sludge as a Sealing Layer on Sulphide-rich Mine Tailings: A Pilot-scale Experiment, Northern Sweden",2010,Conf,N/A,Sweden,Västerbotten,River Vormbäcken,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,N,Y,N,N,,CI,An evaluation of the effectiveness of using sewage sludge as a sealing layer to prevent oxygen diffusion to underlying tailings using pilot-scale cells in Northern Sweden. ,Control,Lab Experiment,in situ,Effluent leachate solution,Environmental,2-Water,2B-Groundwater ,2B-Quality,Acid rock drainage,yes,Sewage sludge as a sealing layer,Prevent oxygen diffusion to underlying tailings,Dissolved metals and pH,Metal concentration,Quantitative,Figure 2,,http://scholar.google.co.uk/scholar?q=The+Effectiveness+of+Using+Sewage+Sludge+as+a+Sealing+Layer+on+Sulphide-rich+Mine+Tailings:+A+Pilot-&btnG=&hl=en&as_sdt=0%2C5
215,AS,,"Nyquist J, and Greger M. 2009. A field study of constructed wetlands for preventing and treating acid mine drainage. Ecological Engineering. 35: 630-642.","Nyquist J, and Greger M",A field study of constructed wetlands for preventing and treating acid mine drainage,2009,Article,Ecological Engineering,Sweden,Västerbotten,Kristineberg,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,Y,N,N,,CI,"Four smallscale wetlands were constructed at a mine site, local flora was planted in the top layer of either mine tailings or unpolluted sand in three of the welands and three recived AMD and one unpolluted water",Reference site/population,Field + Lab analysis,in situ,Water sampled at outlet of constructed wetlands,Environmental,2-Water,2B-Groundwater ,2B-Quality,Acid mine drainage,yes,Wetlands built on tailings,prevent acid mine drainage formation and treat already formed.,Metal concentrations,Metal concentration,Quantitative,Table 2; Figure 2-3,,http://scholar.google.co.uk/scholar?q=A+field+study+of+constructed+wetlands+for+preventing+and+treating+acid+mine+drainage&btnG=&hl=en&as_sdt=0%2C5
215,AS,,"Nyquist J, and Greger M. 2009. A field study of constructed wetlands for preventing and treating acid mine drainage. Ecological Engineering. 35: 630-642.","Nyquist J, and Greger M",A field study of constructed wetlands for preventing and treating acid mine drainage,2009,Article,Ecological Engineering,Sweden,Västerbotten,Kristineberg,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,Y,N,N,,CI,"Four smallscale wetlands were constructed at a mine site, local flora was planted in the top layer of either mine tailings or unpolluted sand in three of the welands and three recived AMD and one unpolluted water",Reference site/population,Field + Lab analysis,in situ,Sedmients of constructed wetlands,Environmental,2-Water,2D-Sediment,2D-Quality,Acid mine drainage,yes,Wetlands built on tailings,prevent acid mine drainage formation and treat already formed.,pH and redox potential,Water quality,Quantitative,Table 3,,http://scholar.google.co.uk/scholar?q=A+field+study+of+constructed+wetlands+for+preventing+and+treating+acid+mine+drainage&btnG=&hl=en&as_sdt=0%2C5
215,AS,,"Nyquist J, and Greger M. 2009. A field study of constructed wetlands for preventing and treating acid mine drainage. Ecological Engineering. 35: 630-642.","Nyquist J, and Greger M",A field study of constructed wetlands for preventing and treating acid mine drainage,2009,Article,Ecological Engineering,Sweden,Västerbotten,Kristineberg,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,Y,N,N,,CI,"Four smallscale wetlands were constructed at a mine site, local flora was planted in the top layer of either mine tailings or unpolluted sand in three of the welands and three recived AMD and one unpolluted water",Reference site/population,Field + Lab analysis,in situ,Local plants species used in construction of wetlands,Environmental,4-Biodiversity,4A-Flora,4A-Species groups,Acid mine drainage,yes,Wetlands built on tailings,prevent acid mine drainage formation and treat already formed.,Metal concentrations; condition,Metal concentration,Quantitative,Table 4-7,,http://scholar.google.co.uk/scholar?q=A+field+study+of+constructed+wetlands+for+preventing+and+treating+acid+mine+drainage&btnG=&hl=en&as_sdt=0%2C5
286,AS,,"Sjoblom A, Hakansson K, and Allard B. 2004. River Water Metal Speciation in a Mining Region - The Influence of Wetlands, Liming, Tributaries, and Groundwater. Water, Air, and Soil Pollution. 152: 173-194.","Sjoblom A, Hakansson K, and Allard B","River Water Metal Speciation in a Mining Region - The Influence of Wetlands, Liming, Tributaries, and Groundwater",2004,Article,"Water, Air, and Soil Pollution",Sweden,Västerbotten,Vormbäcken,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,Y,N,N,,CI,"Investigate if the natural or anthropogenic features outlined above (the presence of wetlands, liming, and the addition of other surface water and groundwater) have any impact on metal (As, Cd, Cu, Pb, and Zn) speciation along the studied river. ",Reference site/population,Field + Lab analysis,in situ,Surface water samples were collected from seven stations along the river.,Environmental,2-Water,2A-Surface water,2A-Quality ,Changes in metal speciation occurring along the river Vormbäcken,no,N/A,N/A,"As, Ca, Cd, Cu, Fe, Pb, and Zn concentrations",Metal concentration,Quantitative,Figure 2-4,,"http://scholar.google.co.uk/scholar?q=River+Water+Metal+Speciation+in+a+Mining+Region+-+The+Influence+of+Wetlands,+Liming,+Tributaries,+an&btnG=&hl=en&as_sdt=0%2C5"
